As of: ,,2-Dec-21,,,,,,,,,,,,"Prepared by: Shelby Chase, Safety and Enforcement Division"
Utility,Year,Outage Start,Full Restoration ,Outage Duration,Outage Days,Outage Hours,Circuit Name,HFTD,TOTAL CUSTOMERS IMPACTED,RESIDENTIAL CUSTOMERS,COMMERCIAL/INDUSTRIAL CUSTOMERS,MEDICAL BASELINE CUSTOMERS,OTHER CUSTOMERS,Notes
PG&E,2019,10/26/19 19:02,10/28/19 15:50,"1 days,20 hrs,48 min",1.867,44.8,EAST MARYSVILLE-1108*,TIER 2,5,3,2,0,0,
PG&E,2019,10/26/19 20:30,10/28/19 15:59,"1 days,19 hrs,29 min",1.812,43.48,EDENVALE-1102*,"TIER 2, PARTIALLY OUTSIDE HFTD ",953,932,21,33,0,
PG&E,2019,10/26/19 20:30,10/28/19 15:19,"1 days,18 hrs,49 min",1.784,42.82,EDENVALE-1103,NON-HFTD,99,98,1,4,0,
PG&E,2019,10/26/19 20:11,10/28/19 17:06,"1 days,20 hrs,55 min",1.872,44.92,EDENVALE-2107*,"TIER 2, PARTIALLY OUTSIDE HFTD ",38,20,15,1,3,
PG&E,2019,10/26/19 20:20,10/28/19 23:06,"2 days,2 hrs,46 min",2.115,50.77,EDES-1112*,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",2878,2758,105,110,15,
PG&E,2019,10/26/19 22:42,10/28/19 12:34,"1 days,13 hrs,52 min",1.578,37.87,EEL RIVER-1102,"TIER 2, PARTIALLY OUTSIDE HFTD ",1507,1060,246,51,201,
PG&E,2019,10/26/19 22:42,10/28/19 12:07,"1 days,13 hrs,25 min",1.559,37.42,EEL RIVER-1103,"TIER 2, PARTIALLY OUTSIDE HFTD ",1408,1032,255,43,121,
PG&E,2019,10/26/19 21:53,10/28/19 16:38,"1 days,18 hrs,45 min",1.781,42.75,EL CERRITO G-1105,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",3823,3688,133,91,2,
PG&E,2019,10/26/19 22:21,10/28/19 16:46,"1 days,18 hrs,25 min",1.767,42.42,EL CERRITO G-1108,"TIER 2, PARTIALLY OUTSIDE HFTD ",2,1,1,0,0,
PG&E,2019,10/26/19 20:39,10/28/19 16:46,"1 days,20 hrs,7 min",1.838,44.12,EL CERRITO G-1110*,"TIER 2, PARTIALLY OUTSIDE HFTD ",52,44,8,0,0,
PG&E,2019,10/26/19 20:15,10/28/19 16:10,"1 days,19 hrs,55 min",1.83,43.92,EL CERRITO G-1111*,"TIER 2, PARTIALLY OUTSIDE HFTD ",225,211,14,0,0,
PG&E,2019,10/26/19 20:36,10/28/19 11:40,"1 days,15 hrs,4 min",1.628,39.07,EL CERRITO G-1112*,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",836,806,30,23,0,
PG&E,2019,10/26/19 20:08,10/31/19 10:24,"4 days,14 hrs,16 min",4.594,110.27,EL DORADO PH-2101,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",4522,4257,256,195,9,
PG&E,2019,10/26/19 20:08,10/30/19 11:54,"3 days,15 hrs,46 min",3.657,87.77,EL DORADO PH-2102,TIER 3,1582,1447,134,73,1,
PG&E,2019,10/26/19 17:41,10/31/19 9:00,"4 days,15 hrs,19 min",4.638,111.32,ELECTRA-1101,"TIER 2, PARTIALLY OUTSIDE HFTD ",1872,1700,161,101,11,
PG&E,2019,10/26/19 17:41,10/30/19 16:17,"3 days,22 hrs,36 min",3.942,94.6,ELECTRA-1102,"TIER 2, PARTIALLY OUTSIDE HFTD ",626,452,168,26,6,
PG&E,2019,10/26/19 23:06,10/30/19 14:56,"3 days,15 hrs,50 min",3.66,87.83,ELK CREEK-1101,TIER 2,26,19,5,1,2,
PG&E,2019,10/26/19 17:44,10/31/19 0:53,"4 days,7 hrs,9 min",4.298,103.15,ELK-1101,"TIER 2, PARTIALLY OUTSIDE HFTD ",1464,1263,191,37,10,
PG&E,2019,10/26/19 20:08,10/29/19 14:58,"2 days,18 hrs,50 min",2.785,66.83,EMERALD LAKE-0401,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",837,782,48,19,7,
PG&E,2019,10/26/19 20:11,10/28/19 18:30,"1 days,22 hrs,19 min",1.93,46.32,EMERALD LAKE-0402,"TIER 2, PARTIALLY OUTSIDE HFTD ",818,796,22,18,0,
PG&E,2019,10/26/19 21:56,10/28/19 18:18,"1 days,20 hrs,22 min",1.849,44.37,ESTUDILLO-0401*,"TIER 2, PARTIALLY OUTSIDE HFTD ",172,121,49,4,2,
PG&E,2019,10/26/19 22:48,10/28/19 11:48,"1 days,13 hrs,0 min",1.542,37,EUREKA A-1103,NON-HFTD,2051,1758,284,61,9,
PG&E,2019,10/26/19 22:48,10/28/19 11:29,"1 days,12 hrs,41 min",1.528,36.68,EUREKA A-1106,NON-HFTD,210,45,164,3,1,
PG&E,2019,10/26/19 22:48,10/28/19 11:26,"1 days,12 hrs,38 min",1.526,36.63,EUREKA A-1107,NON-HFTD,854,259,590,3,5,
PG&E,2019,10/26/19 22:49,10/28/19 11:47,"1 days,12 hrs,58 min",1.54,36.97,EUREKA E-1101,NON-HFTD,2095,1967,128,82,0,
PG&E,2019,10/26/19 22:49,10/28/19 11:38,"1 days,12 hrs,49 min",1.534,36.82,EUREKA E-1104,"TIER 2, PARTIALLY OUTSIDE HFTD ",3695,3395,295,148,5,
PG&E,2019,10/26/19 22:49,10/28/19 11:33,"1 days,12 hrs,44 min",1.531,36.73,EUREKA E-1105,NON-HFTD,1601,1249,351,53,1,
PG&E,2019,10/26/19 22:58,10/28/19 15:27,"1 days,16 hrs,29 min",1.687,40.48,FAIRHAVEN-1103,NON-HFTD,482,356,124,15,2,
PG&E,2019,10/26/19 22:58,10/28/19 15:27,"1 days,16 hrs,29 min",1.687,40.48,FAIRHAVEN-1104,NON-HFTD,93,74,17,1,2,
PG&E,2019,10/26/19 22:25,10/28/19 15:40,"1 days,17 hrs,15 min",1.719,41.25,FAIRMOUNT-0401*,"TIER 2, PARTIALLY OUTSIDE HFTD ",288,276,12,8,0,
PG&E,2019,10/26/19 20:03,10/28/19 16:10,"1 days,20 hrs,7 min",1.838,44.12,FAIRVIEW-2207*,"TIER 2, PARTIALLY OUTSIDE HFTD ",2858,2681,168,83,9,
PG&E,2019,10/26/19 20:39,10/28/19 18:44,"1 days,22 hrs,5 min",1.92,46.08,FELTON-0401,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",44,37,7,3,0,
PG&E,2019,10/26/19 19:50,10/31/19 18:46,"4 days,22 hrs,56 min",4.956,118.93,FITCH MOUNTAIN-1111[2],"TIER 2, PARTIALLY OUTSIDE HFTD ",515,369,97,13,49,
PG&E,2019,10/26/19 19:50,11/1/19 12:31,"5 days,16 hrs,41 min",5.695,136.68,FITCH MOUNTAIN-11132,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",2279,1772,307,50,200,
PG&E,2019,10/26/19 17:17,10/30/19 9:42,"3 days,16 hrs,25 min",3.684,88.42,FLINT-1101*,"TIER 2, PARTIALLY OUTSIDE HFTD ",273,258,13,10,2,
PG&E,2019,10/26/19 17:26,10/28/19 9:29,"1 days,16 hrs,3 min",1.669,40.05,FLINT-1102,TIER 2,1,0,1,0,0,
PG&E,2019,10/26/19 21:21,10/28/19 19:58,"1 days,22 hrs,37 min",1.942,46.62,FLORENCE-0401,"TIER 2, PARTIALLY OUTSIDE HFTD ",483,468,14,10,1,
PG&E,2019,10/26/19 19:04,10/30/19 17:21,"3 days,22 hrs,17 min",3.928,94.28,FORESTHILL-1101,"TIER 3, TIER 2",2195,2044,150,139,1,
PG&E,2019,10/26/19 19:04,10/30/19 13:08,"3 days,18 hrs,4 min",3.753,90.07,FORESTHILL-1102,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",414,393,21,13,0,
PG&E,2019,10/26/19 17:44,10/31/19 1:21,"4 days,7 hrs,37 min",4.317,103.62,FORT BRAGG A-1101,"TIER 2, PARTIALLY OUTSIDE HFTD ",2597,2064,524,71,9,
PG&E,2019,10/26/19 17:44,10/31/19 9:02,"4 days,15 hrs,18 min",4.637,111.3,FORT BRAGG A-1102,"TIER 2, PARTIALLY OUTSIDE HFTD ",2293,2036,232,104,25,
PG&E,2019,10/26/19 17:44,10/31/19 2:49,"4 days,9 hrs,5 min",4.378,105.08,FORT BRAGG A-1103,"TIER 2, PARTIALLY OUTSIDE HFTD ",728,484,243,39,1,
PG&E,2019,10/26/19 17:44,10/30/19 18:36,"4 days,0 hrs,52 min",4.036,96.87,FORT BRAGG A-1104,"TIER 2, PARTIALLY OUTSIDE HFTD ",2567,2422,142,108,3,
PG&E,2019,10/26/19 19:50,11/1/19 11:14,"5 days,15 hrs,24 min",5.642,135.4,FORT ROSS-1121,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",597,486,97,10,14,
PG&E,2019,10/26/19 21:55,10/29/19 16:21,"2 days,18 hrs,26 min",2.768,66.43,FORT SEWARD-1121,"TIER 2, PARTIALLY OUTSIDE HFTD ",212,173,36,6,3,
PG&E,2019,10/26/19 21:55,10/29/19 13:56,"2 days,16 hrs,1 min",2.667,64.02,FORT SEWARD-1122,"TIER 2, PARTIALLY OUTSIDE HFTD ",91,72,17,1,2,
PG&E,2019,10/26/19 20:17,10/28/19 15:04,"1 days,18 hrs,47 min",1.783,42.78,FRANKLIN-1101*,"TIER 2, PARTIALLY OUTSIDE HFTD ",21,8,13,1,0,
PG&E,2019,10/26/19 22:21,10/28/19 13:19,"1 days,14 hrs,58 min",1.624,38.97,FRANKLIN-1102,NON-HFTD,1,0,1,0,0,
PG&E,2019,10/26/19 20:05,10/28/19 14:03,"1 days,17 hrs,58 min",1.749,41.97,FRANKLIN-1104*,"TIER 2, PARTIALLY OUTSIDE HFTD ",100,47,44,0,9,
PG&E,2019,10/26/19 20:11,10/28/19 9:46,"1 days,13 hrs,35 min",1.566,37.58,FREMONT-1104*,"TIER 2, PARTIALLY OUTSIDE HFTD ",23,21,0,0,2,
PG&E,2019,10/26/19 18:54,10/30/19 16:33,"3 days,21 hrs,39 min",3.902,93.65,FRENCH GULCH-1101,TIER 2,228,196,32,9,0,
PG&E,2019,10/26/19 18:54,10/30/19 16:25,"3 days,21 hrs,31 min",3.897,93.52,FRENCH GULCH-1102,"TIER 2, PARTIALLY OUTSIDE HFTD ",35,9,25,0,1,
PG&E,2019,10/27/19 0:09,10/30/19 15:38,"3 days,15 hrs,29 min",3.645,87.48,FROGTOWN-1701,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",1897,1545,322,88,30,
PG&E,2019,10/27/19 0:14,10/29/19 15:47,"2 days,15 hrs,33 min",2.648,63.55,FROGTOWN-1702,"TIER 2, PARTIALLY OUTSIDE HFTD ",3984,3179,755,202,50,
PG&E,2019,10/26/19 21:55,10/28/19 21:29,"1 days,23 hrs,34 min",1.982,47.57,FRUITLAND-1141,"TIER 2, PARTIALLY OUTSIDE HFTD ",337,255,74,6,8,
PG&E,2019,10/26/19 21:55,10/29/19 17:50,"2 days,19 hrs,55 min",2.83,67.92,FRUITLAND-1142,"TIER 2, PARTIALLY OUTSIDE HFTD ",714,611,99,14,4,
PG&E,2019,10/26/19 17:10,10/30/19 18:27,"4 days,1 hrs,17 min",4.053,97.28,FULTON-1102*[3],"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",685,440,197,12,48,
PG&E,2019,10/26/19 17:18,10/30/19 17:13,"3 days,23 hrs,55 min",3.997,95.92,FULTON-1104*3,TIER 2,12,8,4,1,0,
PG&E,2019,10/26/19 17:23,10/31/19 16:13,"4 days,22 hrs,50 min",4.951,118.83,FULTON-1107*3,"TIER 3, PARTIALLY OUTSIDE HFTD ",833,562,265,28,6,
PG&E,2019,10/26/19 20:13,10/28/19 11:48,"1 days,15 hrs,35 min",1.649,39.58,GABILAN-1101*,"TIER 2, PARTIALLY OUTSIDE HFTD ",143,99,24,4,20,
PG&E,2019,10/26/19 21:53,10/29/19 17:16,"2 days,19 hrs,23 min",2.808,67.38,GARBERVILLE-1101,"TIER 2, PARTIALLY OUTSIDE HFTD ",1158,890,214,21,54,
PG&E,2019,10/26/19 21:53,10/28/19 16:25,"1 days,18 hrs,32 min",1.772,42.53,GARBERVILLE-1102,"TIER 2, PARTIALLY OUTSIDE HFTD ",1701,1296,368,23,37,
PG&E,2019,10/26/19 21:53,10/28/19 16:34,"1 days,18 hrs,41 min",1.778,42.68,GARBERVILLE-1103,"TIER 2, PARTIALLY OUTSIDE HFTD ",453,279,172,5,2,
PG&E,2019,10/26/19 17:44,10/31/19 6:27,"4 days,12 hrs,43 min",4.53,108.72,GARCIA-0401,TIER 2,9,5,4,0,0,
PG&E,2019,10/26/19 18:03,10/28/19 13:14,"1 days,19 hrs,11 min",1.799,43.18,GERBER-1101,NON-HFTD,922,773,102,50,47,
PG&E,2019,10/26/19 18:03,10/28/19 13:25,"1 days,19 hrs,22 min",1.807,43.37,GERBER-1102,NON-HFTD,792,561,120,34,111,
PG&E,2019,10/26/19 17:17,10/31/19 19:12,"5 days,1 hrs,55 min",5.08,121.92,GEYSERVILLE-1101*,"TIER 2, PARTIALLY OUTSIDE HFTD ",1433,941,299,24,193,
PG&E,2019,10/26/19 17:40,10/31/19 17:40,"5 days,0 hrs,0 min",5,120,GEYSERVILLE-1102*,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",389,220,100,8,69,
PG&E,2019,10/26/19 17:00,10/30/19 16:26,"3 days,23 hrs,26 min",3.976,95.43,GIRVAN-1101,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",1259,1123,131,74,5,
PG&E,2019,10/26/19 17:01,10/30/19 13:45,"3 days,20 hrs,44 min",3.864,92.73,GIRVAN-1102*,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",1039,782,251,43,6,
PG&E,2019,10/26/19 17:07,10/28/19 19:09,"2 days,2 hrs,2 min",2.085,50.03,GLENN-1101*,"TIER 2, PARTIALLY OUTSIDE HFTD ",47,30,13,2,4,
PG&E,2019,10/26/19 21:17,10/28/19 14:20,"1 days,17 hrs,3 min",1.71,41.05,GONZALES-1101,"TIER 2, PARTIALLY OUTSIDE HFTD ",1798,1628,114,45,56,
PG&E,2019,10/26/19 21:17,10/28/19 14:25,"1 days,17 hrs,8 min",1.714,41.13,GONZALES-1102,NON-HFTD,57,14,43,0,0,
PG&E,2019,10/26/19 21:17,10/28/19 14:42,"1 days,17 hrs,25 min",1.726,41.42,GONZALES-1103,"TIER 2, PARTIALLY OUTSIDE HFTD ",616,459,102,7,55,
PG&E,2019,10/26/19 21:17,10/28/19 14:03,"1 days,16 hrs,46 min",1.699,40.77,GONZALES-1104,"TIER 2, PARTIALLY OUTSIDE HFTD ",561,340,118,7,103,
PG&E,2019,10/26/19 17:59,10/31/19 14:11,"4 days,20 hrs,12 min",4.842,116.2,GRASS VALLEY-1101,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",741,492,244,25,5,
PG&E,2019,10/30/19 15:21,10/30/19 15:23,"0 days,0 hrs,2 min",0.001,0.03,GRASS VALLEY-1102,"TIER 2, PARTIALLY OUTSIDE HFTD ",1206,900,300,40,6,
PG&E,2019,10/26/19 18:41,10/30/19 12:51,"3 days,18 hrs,10 min",3.757,90.17,GRASS VALLEY-1103,"TIER 2, PARTIALLY OUTSIDE HFTD ",1440,1270,161,67,9,
PG&E,2019,10/26/19 20:14,10/30/19 15:53,"3 days,19 hrs,39 min",3.819,91.65,GREEN VALLEY-2101*,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",3006,2375,396,113,235,
PG&E,2019,10/26/19 22:21,10/28/19 12:19,"1 days,13 hrs,58 min",1.582,37.97,GREEN VALLEY-2103,NON-HFTD,1,0,1,0,0,
PG&E,2019,10/26/19 21:11,10/28/19 16:26,"1 days,19 hrs,15 min",1.802,43.25,GREENBRAE-1101,NON-HFTD,907,569,337,13,1,
PG&E,2019,10/26/19 20:41,10/28/19 17:48,"1 days,21 hrs,7 min",1.88,45.12,GREENBRAE-1102,"TIER 3, PARTIALLY OUTSIDE HFTD ",3566,3198,363,45,5,
PG&E,2019,10/26/19 18:29,10/28/19 15:00,"1 days,20 hrs,31 min",1.855,44.52,GREENBRAE-1103,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",2877,2598,278,35,1,
PG&E,2019,10/26/19 18:29,10/29/19 18:15,"2 days,23 hrs,46 min",2.99,71.77,GREENBRAE-1104,"TIER 2, PARTIALLY OUTSIDE HFTD ",2497,2210,283,47,4,
PG&E,2019,10/26/19 17:44,10/30/19 16:12,"3 days,22 hrs,28 min",3.936,94.47,GUALALA-1111,"TIER 2, PARTIALLY OUTSIDE HFTD ",2430,2301,129,41,0,
PG&E,2019,10/26/19 17:44,10/30/19 13:24,"3 days,19 hrs,40 min",3.819,91.67,GUALALA-1112,"TIER 2, PARTIALLY OUTSIDE HFTD ",1259,1014,243,26,2,
PG&E,2019,10/26/19 20:04,10/28/19 16:36,"1 days,20 hrs,32 min",1.856,44.53,HALF MOON BAY-1101,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",2543,2040,449,41,54,
PG&E,2019,10/26/19 20:02,10/28/19 16:33,"1 days,20 hrs,31 min",1.855,44.52,HALF MOON BAY-1102,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",4816,4472,326,103,18,
PG&E,2019,10/26/19 20:02,10/30/19 16:47,"3 days,20 hrs,45 min",3.865,92.75,HALF MOON BAY-1103,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",4815,3962,741,79,112,
PG&E,2019,10/26/19 19:06,10/30/19 12:18,"3 days,17 hrs,12 min",3.717,89.2,HALSEY-1101,"TIER 2, PARTIALLY OUTSIDE HFTD ",2244,2090,152,88,2,
PG&E,2019,10/26/19 19:55,10/31/19 9:32,"4 days,13 hrs,37 min",4.567,109.62,HALSEY-1102,"TIER 2, PARTIALLY OUTSIDE HFTD ",2044,1687,330,90,27,
PG&E,2019,10/26/19 22:51,10/28/19 11:18,"1 days,12 hrs,27 min",1.519,36.45,HARRIS-1108,"TIER 2, PARTIALLY OUTSIDE HFTD ",4907,4563,344,184,0,
PG&E,2019,10/26/19 22:51,10/28/19 11:20,"1 days,12 hrs,29 min",1.52,36.48,HARRIS-1109,"TIER 2, PARTIALLY OUTSIDE HFTD ",3823,3276,543,124,4,
PG&E,2019,10/26/19 17:44,10/30/19 17:20,"3 days,23 hrs,36 min",3.983,95.6,HARTLEY-1101,"TIER 2, PARTIALLY OUTSIDE HFTD ",2864,2416,407,146,41,
PG&E,2019,10/26/19 17:44,10/30/19 17:27,"3 days,23 hrs,43 min",3.988,95.72,HARTLEY-1102,"TIER 2, PARTIALLY OUTSIDE HFTD ",1420,1303,111,102,6,
PG&E,2019,10/26/19 20:07,10/28/19 17:10,"1 days,21 hrs,3 min",1.877,45.05,HICKS-1116*,"TIER 2, PARTIALLY OUTSIDE HFTD ",830,799,31,24,0,
PG&E,2019,10/26/19 20:20,10/29/19 15:18,"2 days,18 hrs,58 min",2.79,66.97,HICKS-2101,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",4825,4657,161,144,7,
PG&E,2019,10/26/19 20:15,10/29/19 14:19,"2 days,18 hrs,4 min",2.753,66.07,HICKS-2103*,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",65,58,7,2,0,
PG&E,2019,10/26/19 17:01,10/30/19 15:28,"3 days,22 hrs,27 min",3.935,94.45,HIGGINS-1103,"TIER 2, PARTIALLY OUTSIDE HFTD ",1915,1774,139,108,2,
PG&E,2019,10/26/19 17:05,10/30/19 13:00,"3 days,19 hrs,55 min",3.83,91.92,HIGGINS-1104,"TIER 2, PARTIALLY OUTSIDE HFTD ",2689,2630,58,142,1,
PG&E,2019,10/26/19 17:09,10/30/19 9:43,"3 days,16 hrs,34 min",3.69,88.57,HIGGINS-1107,"TIER 2, PARTIALLY OUTSIDE HFTD ",1673,1576,97,87,0,
PG&E,2019,10/26/19 17:12,10/31/19 14:02,"4 days,20 hrs,50 min",4.868,116.83,HIGGINS-1109,"TIER 2, PARTIALLY OUTSIDE HFTD ",1598,1393,182,84,23,
PG&E,2019,10/26/19 17:14,10/30/19 13:26,"3 days,20 hrs,12 min",3.842,92.2,HIGGINS-1110,"TIER 2, PARTIALLY OUTSIDE HFTD ",1348,1303,45,63,0,
PG&E,2019,10/26/19 19:21,10/30/19 17:24,"3 days,22 hrs,3 min",3.919,94.05,HIGHLANDS-1102,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",3343,2979,351,255,13,
PG&E,2019,10/26/19 19:21,10/30/19 15:57,"3 days,20 hrs,36 min",3.858,92.6,HIGHLANDS-1103,"TIER 2, PARTIALLY OUTSIDE HFTD ",2382,2083,265,136,34,
PG&E,2019,10/26/19 19:21,10/30/19 15:29,"3 days,20 hrs,8 min",3.839,92.13,HIGHLANDS-1104,"TIER 2, PARTIALLY OUTSIDE HFTD ",2670,2462,203,206,5,
PG&E,2019,10/26/19 20:31,10/29/19 15:42,"2 days,19 hrs,11 min",2.799,67.18,HIGHWAY-1101,NON-HFTD,4167,4000,161,201,6,
PG&E,2019,10/26/19 20:40,10/29/19 15:43,"2 days,19 hrs,3 min",2.794,67.05,HIGHWAY-1102,NON-HFTD,1549,1070,469,34,10,
PG&E,2019,10/26/19 20:36,10/29/19 16:44,"2 days,20 hrs,8 min",2.839,68.13,HIGHWAY-1103,NON-HFTD,1241,1045,191,52,5,
PG&E,2019,10/26/19 20:27,10/29/19 15:50,"2 days,19 hrs,23 min",2.808,67.38,HIGHWAY-1104,NON-HFTD,3538,3402,136,181,0,
PG&E,2019,10/26/19 20:42,10/29/19 15:50,"2 days,19 hrs,8 min",2.797,67.13,HIGHWAY-1105,NON-HFTD,531,485,46,21,0,
PG&E,2019,10/26/19 20:32,10/29/19 15:47,"2 days,19 hrs,15 min",2.802,67.25,HIGHWAY-1106,NON-HFTD,3584,3293,281,186,10,
PG&E,2019,10/26/19 20:38,10/29/19 10:00,"2 days,13 hrs,22 min",2.557,61.37,HOLLISTER-2102*,"TIER 2, PARTIALLY OUTSIDE HFTD ",171,85,75,3,11,
PG&E,2019,10/26/19 20:08,10/29/19 13:10,"2 days,17 hrs,2 min",2.71,65.03,HOLLISTER-2104*,"TIER 2, PARTIALLY OUTSIDE HFTD ",154,106,34,5,14,
PG&E,2019,10/26/19 20:14,10/29/19 13:37,"2 days,17 hrs,23 min",2.724,65.38,HOLLISTER-2105*,"TIER 2, PARTIALLY OUTSIDE HFTD ",258,140,86,4,32,
PG&E,2019,10/26/19 20:21,10/28/19 8:34,"1 days,12 hrs,13 min",1.509,36.22,HOLLISTER-2106*,"TIER 2, PARTIALLY OUTSIDE HFTD ",41,13,26,0,2,
PG&E,2019,10/26/19 21:46,10/29/19 12:56,"2 days,15 hrs,10 min",2.632,63.17,HOLLYWOOD-0401*,"TIER 2, PARTIALLY OUTSIDE HFTD ",972,943,29,15,0,
PG&E,2019,10/26/19 22:12,10/28/19 12:44,"1 days,14 hrs,32 min",1.606,38.53,HOOPA-1101,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",1737,1385,344,51,8,
PG&E,2019,10/26/19 17:58,10/30/19 19:58,"4 days,2 hrs,0 min",4.083,98,HOPLAND-1101,"TIER 2, PARTIALLY OUTSIDE HFTD ",1229,884,263,37,82,
PG&E,2019,10/26/19 17:20,10/29/19 11:02,"2 days,17 hrs,42 min",2.738,65.7,HORSESHOE-1101*,"TIER 2, PARTIALLY OUTSIDE HFTD ",546,523,22,23,1,
PG&E,2019,10/26/19 17:19,10/29/19 10:26,"2 days,17 hrs,7 min",2.713,65.12,HORSESHOE-1104*,"TIER 2, PARTIALLY OUTSIDE HFTD ",303,294,9,18,0,
PG&E,2019,10/26/19 23:54,10/28/19 11:37,"1 days,11 hrs,43 min",1.488,35.72,HUMBOLDT BAY-1101,NON-HFTD,1000,880,120,45,0,
PG&E,2019,10/26/19 23:54,10/28/19 11:35,"1 days,11 hrs,41 min",1.487,35.68,HUMBOLDT BAY-1102,"TIER 2, PARTIALLY OUTSIDE HFTD ",2996,2767,208,117,21,
PG&E,2019,10/26/19 20:46,10/28/19 18:11,"1 days,21 hrs,25 min",1.892,45.42,IGNACIO-1101,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",2788,2638,145,70,5,
PG&E,2019,10/26/19 20:25,10/28/19 18:22,"1 days,21 hrs,57 min",1.915,45.95,IGNACIO-1102,NON-HFTD,1763,702,1060,31,1,
PG&E,2019,10/26/19 20:25,10/28/19 18:01,"1 days,21 hrs,36 min",1.9,45.6,IGNACIO-1103,"TIER 2, PARTIALLY OUTSIDE HFTD ",1813,1648,161,39,4,
PG&E,2019,10/26/19 20:25,10/28/19 18:20,"1 days,21 hrs,55 min",1.913,45.92,IGNACIO-1104,"TIER 2, PARTIALLY OUTSIDE HFTD ",1553,1263,247,23,43,
PG&E,2019,10/26/19 17:28,10/29/19 14:17,"2 days,20 hrs,49 min",2.867,68.82,IGNACIO-1105,"TIER 2, PARTIALLY OUTSIDE HFTD ",4359,4115,231,119,13,
PG&E,2019,10/27/19 14:27,10/29/19 15:50,"2 days,1 hrs,23 min",2.058,49.38,INDIAN FLAT-1104,TIER 2,575,468,107,6,0,
PG&E,2019,10/26/19 17:22,10/30/19 16:40,"3 days,23 hrs,18 min",3.971,95.3,JAMESON-1102*,"TIER 2, PARTIALLY OUTSIDE HFTD ",2214,2074,131,96,9,
PG&E,2019,10/26/19 17:28,10/30/19 9:34,"3 days,16 hrs,6 min",3.671,88.1,JAMESON-1103*,"TIER 2, PARTIALLY OUTSIDE HFTD ",1260,1185,59,45,16,
PG&E,2019,10/26/19 17:39,10/28/19 21:32,"2 days,3 hrs,53 min",2.162,51.88,JAMESON-1104,NON-HFTD,17,17,0,1,0,
PG&E,2019,10/26/19 17:26,10/30/19 16:23,"3 days,22 hrs,57 min",3.956,94.95,JAMESON-1105*,"TIER 2, PARTIALLY OUTSIDE HFTD ",2486,1909,468,53,109,
PG&E,2019,10/26/19 22:18,10/28/19 13:35,"1 days,15 hrs,17 min",1.637,39.28,JANES CREEK-1101,NON-HFTD,2155,1984,164,80,7,
PG&E,2019,10/26/19 22:18,10/28/19 13:36,"1 days,15 hrs,18 min",1.637,39.3,JANES CREEK-1102,NON-HFTD,973,858,108,13,7,
PG&E,2019,10/26/19 22:18,10/28/19 13:39,"1 days,15 hrs,21 min",1.64,39.35,JANES CREEK-1103,NON-HFTD,3547,3045,493,135,9,
PG&E,2019,10/26/19 22:18,10/28/19 14:07,"1 days,15 hrs,49 min",1.659,39.82,JANES CREEK-1104,NON-HFTD,139,29,110,2,0,
PG&E,2019,10/26/19 21:06,10/28/19 9:41,"1 days,12 hrs,35 min",1.524,36.58,JARVIS-1101*,"TIER 2, PARTIALLY OUTSIDE HFTD ",11,10,1,3,0,
PG&E,2019,10/26/19 20:43,10/28/19 11:06,"1 days,14 hrs,23 min",1.599,38.38,JARVIS-1108*,"TIER 2, PARTIALLY OUTSIDE HFTD ",429,420,9,7,0,
PG&E,2019,10/26/19 20:05,10/28/19 11:27,"1 days,15 hrs,22 min",1.64,39.37,JARVIS-1111*,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",528,493,32,23,3,
PG&E,2019,10/26/19 19:15,10/31/19 10:08,"4 days,14 hrs,53 min",4.62,110.88,JESSUP-1101,"TIER 3, TIER 2, PARTIALLY OUTSIDE HFTD ",1927,1750,174,137,3,
