,Utility Name,Date,Time,Latitude,Longitude,Material,Land use,Size,Suppressed By,Suppressing Agency,Facility Identification,Other Companies,Voltage,Equipment Involved With Ignition,Type,Was there an outage,Outage date,outage time,Suspected Initiating Event,Equipment /Facility Failure,Contact From Object,Facility Contacted,Contributing Factor,Notes,Circuit
136,SCE,,15:09,34.122,117.977,Vegetation,Rural,Less Than,,Los Angeles Fire Duarte,OH-900297E,No,16,Other,Overhead,Yes,,,,,,Weather,,,Dusty
137,SCE,,1:44,33.9632,-118.247,Other,Urban,Less Than,,,OH-1933391E,No,,Conductor,Overhead,Yes,,11/23/20 1:45,,,,Other,,,Kalmia
138,SCE,,10:51,34.1888,-118.869,Vegetation,Urban,Less Than,,Ventura Fire Department,OH-4735343E,T3,,Conductor,Overhead,Yes,,11/25/20 10:15,,,,Human Error,,,Hampshire
139,SCE,,18:17,34.7144,-118.13,Other,Rural,Less Than,,,OH-306360E,No,12,Switch,Overhead,Yes,,11/26/20 18:17,,,,other,,,Oban
140,SCE,,21:02,34.0723,-118.588,Vegetation,Rural,.26 - 9.99,,Los Angeles Fire Department,OH-4535641E,T3,,Other,Overhead,Yes,,11/30/20 21:02,,,,Electric Fa  Outside Force,,,Vicasa
141,SCE,,8:12,34.1279,-118.059,Other,Urban,Less Than,,,OH-1271478E,No,,Other,Overhead,Yes,,,,,,Electric Fa  Outside Force,,,Locksley
142,SCE,,22:18,33.68,-117.903,Vegetation,Urban,Less Than,,,OH-1462050E,No,12,Conductor,Overhead,Yes,,,,,,,Contact From Object  Vegetation Electric Fa  Other,,Moonwalk
143,SCE,,4:00,33.8042,-118.362,Vegetation,Urban,Less Than,,Torrance Fire Department,OH-229022E,T2,16,Conductor,Overhead,Yes,,12/14/20 4:05,,,,Other,,,Pinzon
144,SCE,,10:16,34.0459,-117.201,Other,Urban,Less Than,,,OH-817035E,No,,Conductor,Overhead,Yes,,,,,,,Contact From Object  Balloons   Electric Fa  Outside Force,,Sturgeon
145,SCE,,10:00,34.1252,-117.21,Vegetation,Urban,Less Than,,San Bernardino County Fire Department,OH-1971562E,No,12,Fuse,Overhead,Yes,,12/15/20 9:48,,,,Electric Fa  Outside Force,,,Abacus
146,SCE,,9:19,34.1241,-117.626,Vegetation,Urban,Less Than,,,OH-2152996E,No,,Lightning,A,Yes,,12/20/20 9:13,,,,Electric Fa  Outside Force,,,Cagli
147,SCE,,18:45,35.0349,-118.169,Vegetation,Rural,Less Than,,Kern County Fire Department,OH-4072932E,No,12,Conductor,Overhead,Yes,,12/22/20 18:51,,,,Electric Fa  Outside Force,,,Carbon
148,SCE,,14:26,33.9718,-116.504,Other,Urban,.26 - 9.99,,Riverside County Fire Department,OH-4029775E,No,12,Transform,,Yes,,,,,,Other,,,Rover
